"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",47,0,1393,531,0,-1,0,0,0,0
"Ice Harbor",2,0,1484,341,0,0,0,0,0,0
"John Day",2,6,1981,661,0,0,1,0,-1,0
"Little Goose",0,1,894,448,0,0,0,0,0,0
"Lower Granite",0,0,1581,461,0,0,0,0,0,0
"Lower Monumental",0,0,2842,796,0,0,0,0,0,0
"McNary",6,0,1589,461,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,881,839,0,0,0,0,0,0
"Roza",0,0,49,37,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",16,1,594,245,0,0,0,0,0,0
"Tumwater",0,0,9,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",5,0,2800,0,0,0,0,0,0,0
